xtb_homo,xtb_lumo,xtb_ip,xtb_ea,xtb_dipole_x,xtb_dipole_y,xtb_dipole_z,xtb_charges_min,xtb_charges_max,xtb_electrophilicity,xtb_nucleophilicity,Additive_Smiles,UV210_Prod AreaAbs
-0.4013651816949345,-0.2967036671839529,13.825538427282073,5.218735439015877,0.9801356173994322,0.5142966233667803,-0.8891423329791205,-0.3561034169771059,0.2552750436168573,1.270289133338508,-8.97953842728207,C#CC(=O)c1ccccc1,0.0864382678988304
-0.3981680962083321,-0.1624409532765192,13.362459235569242,0.320166032598838,0.1451912111130182,-0.0749000858644393,-0.5679014168695914,-0.4436696800853122,0.2815384191602699,0.1526293131804707,-8.516459235569242,C#CC1(CCCCC1)O,0.9835393691420434
-0.4003019533151329,-0.1469828867951074,13.550738083040352,-0.1616517177935149,0.1084483774622935,-0.4645533905089736,-0.3641695798534133,-0.4443144789433748,0.2845661562130417,0.1245994297002743,-8.704738083040352,C#CCCCCO,0.7300151808236273
-0.3916559221059203,-0.2190246778056219,13.04996284049102,3.150302980041868,-0.0026039130251735,-0.2097021460017995,-0.0706030625562208,-0.1157051947530279,0.0703457919567685,0.53483559773531,-8.20396284049102,C#CCCCc1ccccc1,0.8879876201727449
-0.3695112433914522,-0.2759409541303815,13.37499740773818,4.441776939028326,-0.5920781975790825,-0.1049094715869947,-0.0350267752521733,-0.2350299589583548,0.2112475025140239,0.923686457995375,-8.52899740773818,C#Cc1ncccn1,0.0303576741101585
-0.4536447256074539,-0.2733800567243993,16.087323178421393,3.217783399007648,-1.4537446059061985,-0.4705504763419545,-1.0289830690930346,-0.3472361387739803,0.4586572341370675,0.8975827773658271,-11.241323178421393,C(=O)(C(F)(F)F)N,0.8893961671589802
-0.4480031998411082,-0.2447556124127225,15.21320268815644,3.0643551271947693,0.2670481603134349,-0.2335626389747475,-1.0442143661772236,-0.5620577865349697,1.1774107726890573,0.7584238199432082,-10.36720268815644,C(C#N)S(=O)(=O)N,0.846527925474759
-0.4005666057925598,-0.2286598673306638,14.217934531110544,2.962985092041233,1.0795761921173592,0.36399582647728,-0.2082106908255417,-0.4426902845046264,0.2925386277831335,0.6228805982830944,-9.371934531110544,C(C(=O)N)C(=O)N,0.9418904589269502
-0.4103028942742436,-0.2549545967257938,14.716849249928169,3.390352536716688,0.6608168734196442,0.7784614343850557,-0.618447616985596,-0.4258470513424052,0.36522957092378,0.7815260855034486,-9.870849249928169,C(C(=O)N)C(=O)O,0.4154614342648776
-0.4159269836507658,-0.2630016925757629,14.508433103514925,2.9049021510111364,0.6184403470723243,-0.6584058620587983,-0.5578036255670146,-0.4378378787481754,0.3502772512616269,0.6422508195654285,-9.662433103514925,C(C(C(=O)O)O)O,0.5969804524251046
-0.3999557180071155,0.0306274934128196,13.695673934044091,-3.567757019150971,0.2541116278108037,1.5436756244150422,-0.5052373074933255,-0.4439072193079521,0.2905875895975591,0.001375911002317,-8.849673934044093,C(C(CO)CO)O,1.087161219404623
-0.4623844174799618,-0.0187398804149179,16.325210903549554,-3.1310157290410805,-0.790756607016516,-0.0761834797310383,0.3879846313696327,-0.4053243404481519,0.4731758662796216,0.0788010650264336,-11.479210903549554,C(C(F)(F)F)O,0.8826600804719623
-0.3841335438674055,-0.2246039836189851,13.72338599947431,2.7860106150872674,-2.0326591684533186,0.3466601792844348,-0.1075893061255977,-0.4407669094190383,0.2867433532157672,0.5311705844276499,-8.87738599947431,C(CC(=O)N)C(=O)N,0.9896905580180464
-0.4044705854411968,0.0501111486993801,13.430895319710189,-3.767637752461657,-0.2505667446759079,-0.865100997489882,0.7102750487434908,-0.4415384605344395,0.2876962782768735,6.004345232569345e-06,-8.584895319710188,C(CCCO)CCO,1.148938415878675
