ArX_Smiles,Acid_Smiles,additives,product,rxn,objective
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,C#CC(=O)c1ccccc1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.C#CC(=O)c1ccccc1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,0.0
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,C#CC1(O)CCCCC1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.C#CC1(O)CCCCC1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,9104.77318
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,C#CCCCCO,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.C#CCCCCO>>O=C1CCc2ccc(C3CCCCC3)cc2N1,10138.10998
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,C#CCCCc1ccccc1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.C#CCCCc1ccccc1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,5818.46102
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,C#Cc1ncccn1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.C#Cc1ncccn1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,0.0
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,NC(=O)C(F)(F)F,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.NC(=O)C(F)(F)F>>O=C1CCc2ccc(C3CCCCC3)cc2N1,5793.75103
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,N#CCS(N)(=O)=O,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.N#CCS(N)(=O)=O>>O=C1CCc2ccc(C3CCCCC3)cc2N1,5673.55602
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,NC(=O)CC(N)=O,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.NC(=O)CC(N)=O>>O=C1CCc2ccc(C3CCCCC3)cc2N1,4190.36956
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,NC(=O)CC(=O)O,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.NC(=O)CC(=O)O>>O=C1CCc2ccc(C3CCCCC3)cc2N1,4584.33811
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C(O)C(O)CO,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C(O)C(O)CO>>O=C1CCc2ccc(C3CCCCC3)cc2N1,3852.46133
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,OCC(CO)CO,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.OCC(CO)CO>>O=C1CCc2ccc(C3CCCCC3)cc2N1,4735.10811
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,OCC(F)(F)F,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.OCC(F)(F)F>>O=C1CCc2ccc(C3CCCCC3)cc2N1,3743.19767
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,NC(=O)CCC(N)=O,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.NC(=O)CCC(N)=O>>O=C1CCc2ccc(C3CCCCC3)cc2N1,3499.69229
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,OCCCCCCO,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.OCCCCCCO>>O=C1CCc2ccc(C3CCCCC3)cc2N1,5194.04346
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,OCCOCCO,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.OCCOCCO>>O=C1CCc2ccc(C3CCCCC3)cc2N1,5122.78496
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,OCCOCCOCCO,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.OCCOCCOCCO>>O=C1CCc2ccc(C3CCCCC3)cc2N1,6137.3746
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C(O)Cc1nnn[nH]1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C(O)Cc1nnn[nH]1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,1112.88753
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,CC(=O)/C=C(/C)N1CCCC1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.CC(=O)/C=C(/C)N1CCCC1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,8517.48034
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,C/C(=N\O)c1ccccc1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.C/C(=N\O)c1ccccc1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,5107.65445
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,C/C=C/C(=O)OC,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.C/C=C/C(=O)OC>>O=C1CCc2ccc(C3CCCCC3)cc2N1,1721.12029
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,C/C=C/C=C/C(=O)OC,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.C/C=C/C=C/C(=O)OC>>O=C1CCc2ccc(C3CCCCC3)cc2N1,8746.98852
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,C/N=C/c1ccccc1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.C/N=C/c1ccccc1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,5968.52621
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1C=CC(=O)C=C1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1C=CC(=O)C=C1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,679.14592
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1C=CC(=O)N1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1C=CC(=O)N1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,33818.31324
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1COC(=O)C1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1COC(=O)C1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,0.0
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1CNC(=O)N1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1CNC(=O)N1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,20072.45939
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1CC(=O)NC(=O)N1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1CC(=O)NC(=O)N1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,968.57431
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,NC1=NC(C(=O)O)CS1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.NC1=NC(C(=O)O)CS1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,4006.47139
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1NCC(C(=O)O)N1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1NCC(C(=O)O)N1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,0.0
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,NC(=O)CN1CCCC1=O,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.NC(=O)CN1CCCC1=O>>O=C1CCc2ccc(C3CCCCC3)cc2N1,4494.30737
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C(O)CCN1CCCC1=O,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C(O)CCN1CCCC1=O>>O=C1CCc2ccc(C3CCCCC3)cc2N1,5571.42684
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1CCCC(=O)N1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1CCCC(=O)N1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,5862.95135
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1CCC(=O)N1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1CCC(=O)N1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,27149.95497
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1CC[C@H](CO)N1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1CC[C@H](CO)N1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,4560.7871
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C(O)C1CCCO1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C(O)C1CCCO1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,3053.422045
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C(O)CC1CCCO1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C(O)CC1CCCO1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,2083.78181
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,OCC1CCCO1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.OCC1CCCO1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,4562.56034
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,N#CC1CCCS1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.N#CC1CCCS1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,1343.23879
c1cc2c(cc1Br)NC(=O)CC2,C1CCC(CC1)C(=O)O,O=C1C=CCCC1,c1cc2c(cc1C3CCCCC3)NC(=O)CC2,O=C1CCc2ccc(Br)cc2N1.O=C(O)C1CCCCC1.O=C1C=CCCC1>>O=C1CCc2ccc(C3CCCCC3)cc2N1,4859.33957
